,home,date,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards,season
1185,Milan,2021-09-22,V,2.0,Venezia,6.0,2.0,0,0,34.0,1.0,-2,0,2021-2022
1186,Salernitana,2021-09-22,N,0.0,Hellas Verona,6.0,-1.0,0,0,0.0,-6.0,-1,0,2021-2022
1187,Torino,2021-09-23,N,0.0,Lazio,11.0,4.0,-1,-1,-10.0,12.0,0,0,2021-2022
1188,Sampdoria,2021-09-23,P,-4.0,Napoli,-4.0,-4.0,0,0,-4.0,3.0,1,0,2021-2022
1189,Roma,2021-09-23,V,1.0,Udinese,4.0,0.0,0,0,4.0,15.0,3,1,2021-2022
1190,Inter,2021-09-25,N,0.0,Atalanta,-4.0,1.0,0,1,0.0,4.0,-2,0,2021-2022
1191,Spezia,2021-09-25,P,-1.0,Milan,-10.0,-3.0,0,0,-28.0,1.0,0,0,2021-2022
1192,Genoa,2021-09-25,N,0.0,Hellas Verona,-1.0,-3.0,0,0,-2.0,0.0,2,0,2021-2022
1193,Lazio,2021-09-26,V,1.0,Roma,-9.0,-2.0,-1,-1,0.0,2.0,-2,0,2021-2022
1194,Udinese,2021-09-26,P,-1.0,Fiorentina,5.0,4.0,-1,-1,-8.0,3.0,-1,0,2021-2022
1195,Juventus,2021-09-26,V,1.0,Sampdoria,9.0,2.0,1,1,0.0,6.0,1,0,2021-2022
1196,Napoli,2021-09-26,V,2.0,Cagliari,10.0,6.0,1,1,34.0,-2.0,1,0,2021-2022
1197,Sassuolo,2021-09-26,V,1.0,Salernitana,5.0,2.0,0,0,14.0,-1.0,0,0,2021-2022
1198,Empoli,2021-09-26,V,2.0,Bologna,-6.0,1.0,1,0,-26.0,-6.0,0,0,2021-2022
1199,Venezia,2021-09-27,N,0.0,Torino,-2.0,-3.0,1,1,-12.0,-11.0,-3,-1,2021-2022
1200,Cagliari,2021-10-01,N,0.0,Venezia,-3.0,-1.0,0,0,-16.0,-4.0,-3,0,2021-2022
1201,Sassuolo,2021-10-02,P,-1.0,Inter,-5.0,5.0,0,0,10.0,-10.0,2,0,2021-2022
1202,Torino,2021-10-02,P,-1.0,Juventus,3.0,-1.0,0,0,-4.0,7.0,2,0,2021-2022
1203,Salernitana,2021-10-02,V,1.0,Genoa,-8.0,1.0,0,0,0.0,1.0,0,0,2021-2022
1204,Atalanta,2021-10-03,P,-1.0,Milan,3.0,-3.0,1,1,12.0,-3.0,-3,0,2021-2022
1205,Sampdoria,2021-10-03,N,0.0,Udinese,-7.0,-5.0,1,1,8.0,-5.0,-1,0,2021-2022
1206,Hellas Verona,2021-10-03,V,4.0,Spezia,-6.0,0.0,0,0,-10.0,5.0,0,-1,2021-2022
1207,Roma,2021-10-03,V,2.0,Empoli,6.0,2.0,0,0,28.0,-4.0,-1,0,2021-2022
1208,Bologna,2021-10-03,V,3.0,Lazio,2.0,-1.0,0,0,-18.0,-11.0,-3,-1,2021-2022
1209,Fiorentina,2021-10-03,P,-1.0,Napoli,-1.0,-1.0,0,-1,10.0,5.0,0,0,2021-2022
1210,Milan,2021-10-16,V,1.0,Hellas Verona,7.0,-1.0,0,0,6.0,-10.0,-3,0,2021-2022
1211,Spezia,2021-10-16,V,1.0,Salernitana,3.0,1.0,0,0,18.0,-1.0,-1,0,2021-2022
1212,Lazio,2021-10-16,V,2.0,Inter,7.0,4.0,0,0,4.0,1.0,-3,1,2021-2022
1213,Genoa,2021-10-17,N,0.0,Sassuolo,4.0,-1.0,0,0,-14.0,-10.0,-1,0,2021-2022
1214,Empoli,2021-10-17,P,-3.0,Atalanta,-8.0,-3.0,0,-1,-4.0,-6.0,1,0,2021-2022
1215,Cagliari,2021-10-17,V,2.0,Sampdoria,-5.0,2.0,0,0,-22.0,-3.0,2,0,2021-2022
1216,Juventus,2021-10-17,V,1.0,Roma,-7.0,0.0,0,-1,-6.0,5.0,-2,0,2021-2022
1217,Udinese,2021-10-17,N,0.0,Bologna,-14.0,-9.0,0,0,-18.0,5.0,-4,1,2021-2022
1218,Napoli,2021-10-17,V,1.0,Torino,-1.0,-1.0,0,1,2.0,-19.0,-2,0,2021-2022
1219,Venezia,2021-10-18,V,1.0,Fiorentina,-7.0,-1.0,0,0,-22.0,5.0,-3,-1,2021-2022
1220,Sampdoria,2021-10-22,V,1.0,Spezia,-11.0,-5.0,0,0,-40.0,1.0,2,0,2021-2022
1221,Torino,2021-10-22,V,1.0,Genoa,3.0,2.0,0,0,16.0,-5.0,-1,0,2021-2022
1222,Sassuolo,2021-10-23,V,2.0,Venezia,7.0,6.0,0,0,26.0,-3.0,-1,0,2021-2022
1223,Bologna,2021-10-23,P,-2.0,Milan,-6.0,-3.0,0,0,-24.0,-8.0,-2,2,2021-2022
1224,Salernitana,2021-10-23,P,-2.0,Empoli,3.0,1.0,-1,-1,18.0,-1.0,-2,0,2021-2022
1225,Hellas Verona,2021-10-24,V,3.0,Lazio,7.0,3.0,0,0,-2.0,-2.0,0,0,2021-2022
1226,Atalanta,2021-10-24,N,0.0,Udinese,-1.0,0.0,0,0,34.0,-1.0,0,0,2021-2022
1227,Inter,2021-10-24,N,0.0,Juventus,-5.0,-1.0,-1,-1,-2.0,-2.0,0,0,2021-2022
1228,Roma,2021-10-24,N,0.0,Napoli,2.0,-1.0,0,0,-24.0,4.0,3,0,2021-2022
1229,Fiorentina,2021-10-24,V,3.0,Cagliari,17.0,3.0,1,1,30.0,-4.0,-2,0,2021-2022
1230,Spezia,2021-10-26,N,0.0,Genoa,5.0,2.0,-1,-1,-6.0,-2.0,-2,0,2021-2022
1231,Milan,2021-10-26,V,1.0,Torino,-3.0,0.0,0,0,-12.0,-7.0,0,0,2021-2022
1232,Venezia,2021-10-26,P,-1.0,Salernitana,-13.0,-3.0,0,0,-10.0,3.0,0,1,2021-2022
1233,Juventus,2021-10-27,P,-1.0,Sassuolo,6.0,-2.0,0,0,14.0,5.0,-4,0,2021-2022
1234,Sampdoria,2021-10-27,P,-2.0,Atalanta,-5.0,-1.0,0,0,-20.0,-3.0,1,0,2021-2022
1235,Lazio,2021-10-27,V,1.0,Fiorentina,-4.0,1.0,0,0,-2.0,3.0,0,0,2021-2022
1236,Empoli,2021-10-27,P,-2.0,Inter,-12.0,-8.0,0,0,-38.0,6.0,-2,1,2021-2022
1237,Udinese,2021-10-27,N,0.0,Hellas Verona,12.0,4.0,-1,-1,-32.0,3.0,-1,0,2021-2022
1238,Cagliari,2021-10-27,P,-1.0,Roma,-16.0,2.0,0,0,-16.0,-1.0,-1,0,2021-2022
1239,Napoli,2021-10-28,V,3.0,Bologna,8.0,3.0,2,2,30.0,14.0,0,0,2021-2022
1240,Atalanta,2021-10-30,N,0.0,Lazio,9.0,-2.0,0,0,12.0,-1.0,-2,0,2021-2022
1241,Hellas Verona,2021-10-30,V,1.0,Juventus,-3.0,1.0,0,0,-10.0,18.0,1,0,2021-2022
1242,Torino,2021-10-30,V,3.0,Sampdoria,11.0,4.0,0,0,26.0,10.0,-2,-1,2021-2022
1243,Roma,2021-10-31,P,-1.0,Milan,17.0,4.0,-1,-1,0.0,9.0,-3,-1,2021-2022
1244,Inter,2021-10-31,V,2.0,Udinese,6.0,0.0,0,0,32.0,-5.0,-2,0,2021-2022
1245,Fiorentina,2021-10-31,V,3.0,Spezia,23.0,11.0,1,1,10.0,-13.0,1,0,2021-2022
1246,Salernitana,2021-10-31,P,-1.0,Napoli,-9.0,-2.0,0,0,-24.0,-3.0,-2,0,2021-2022
1247,Sassuolo,2021-10-31,P,-1.0,Empoli,2.0,1.0,-1,-1,14.0,5.0,2,0,2021-2022
1248,Genoa,2021-10-31,N,0.0,Venezia,13.0,2.0,0,0,24.0,0.0,-2,0,2021-2022
1249,Bologna,2021-11-01,V,2.0,Cagliari,-1.0,1.0,0,0,14.0,3.0,1,-1,2021-2022
1250,Empoli,2021-11-05,N,0.0,Genoa,-4.0,-4.0,-1,-1,6.0,-13.0,-4,0,2021-2022
1251,Juventus,2021-11-06,V,1.0,Fiorentina,7.0,2.0,0,0,0.0,0.0,-2,-1,2021-2022
1252,Spezia,2021-11-06,V,1.0,Torino,-3.0,2.0,0,0,-18.0,-3.0,0,0,2021-2022
1253,Cagliari,2021-11-06,P,-1.0,Atalanta,-13.0,-7.0,0,0,-24.0,6.0,0,0,2021-2022
1254,Milan,2021-11-07,N,0.0,Inter,4.0,4.0,-1,-2,2.0,6.0,1,0,2021-2022
1255,Udinese,2021-11-07,V,1.0,Sassuolo,3.0,-2.0,0,0,-24.0,-1.0,0,1,2021-2022
1256,Venezia,2021-11-07,V,1.0,Roma,-16.0,-2.0,1,1,-22.0,-6.0,0,0,2021-2022
1257,Napoli,2021-11-07,N,0.0,Hellas Verona,5.0,-2.0,0,0,16.0,-2.0,-5,-2,2021-2022
1258,Lazio,2021-11-07,V,3.0,Salernitana,12.0,5.0,0,0,20.0,-6.0,-1,0,2021-2022
1259,Sampdoria,2021-11-07,P,-1.0,Bologna,-4.0,-2.0,0,0,-6.0,2.0,3,0,2021-2022
1260,Lazio,2021-11-20,P,-2.0,Juventus,-1.0,-2.0,-2,-2,14.0,-4.0,2,0,2021-2022
1261,Fiorentina,2021-11-20,V,1.0,Milan,-7.0,-1.0,0,0,-10.0,-6.0,0,0,2021-2022
1262,Atalanta,2021-11-20,V,3.0,Spezia,7.0,3.0,1,1,0.0,-2.0,-1,0,2021-2022
1263,Genoa,2021-11-21,P,-2.0,Roma,-17.0,-2.0,0,0,-18.0,-3.0,1,0,2021-2022
1264,Bologna,2021-11-21,P,-1.0,Venezia,16.0,0.0,0,0,34.0,-5.0,-3,0,2021-2022
1265,Sassuolo,2021-11-21,N,0.0,Cagliari,9.0,0.0,0,0,16.0,2.0,-1,0,2021-2022
1266,Salernitana,2021-11-21,P,-2.0,Sampdoria,5.0,-3.0,0,0,10.0,-10.0,-3,0,2021-2022
1267,Inter,2021-11-21,V,1.0,Napoli,7.0,3.0,1,1,-12.0,-1.0,1,0,2021-2022
1268,Torino,2021-11-22,V,1.0,Udinese,-4.0,-4.0,0,0,2.0,-1.0,-2,0,2021-2022
1269,Hellas Verona,2021-11-22,V,1.0,Empoli,13.0,1.0,0,0,12.0,-6.0,-2,0,2021-2022
1270,Cagliari,2021-11-26,N,0.0,Salernitana,11.0,1.0,0,0,14.0,6.0,2,0,2021-2022
1271,Juventus,2021-11-27,P,-1.0,Atalanta,8.0,1.0,0,0,18.0,-7.0,-1,0,2021-2022
1272,Venezia,2021-11-27,P,-2.0,Inter,-20.0,-9.0,-1,-1,-12.0,5.0,2,0,2021-2022
1273,Sampdoria,2021-11-27,V,2.0,Hellas Verona,0.0,2.0,0,0,-16.0,-1.0,3,0,2021-2022
1274,Empoli,2021-11-27,V,1.0,Fiorentina,1.0,-2.0,0,0,2.0,7.0,0,0,2021-2022
1275,Milan,2021-11-28,P,-2.0,Sassuolo,0.0,-3.0,0,0,0.0,7.0,2,1,2021-2022
1276,Spezia,2021-11-28,P,-1.0,Bologna,-2.0,2.0,-1,-1,-14.0,5.0,2,0,2021-2022
1277,Napoli,2021-11-28,V,4.0,Lazio,12.0,6.0,0,0,24.0,-3.0,-2,0,2021-2022
1278,Udinese,2021-11-28,N,0.0,Genoa,7.0,1.0,0,0,-14.0,8.0,-1,0,2021-2022
1279,Roma,2021-11-28,V,1.0,Torino,-8.0,-1.0,0,0,-36.0,-3.0,1,0,2021-2022
1280,Atalanta,2021-11-30,V,4.0,Venezia,11.0,2.0,0,0,16.0,0.0,-1,0,2021-2022
1281,Hellas Verona,2021-11-30,N,0.0,Cagliari,3.0,3.0,0,0,36.0,3.0,1,0,2021-2022
1282,Fiorentina,2021-11-30,V,2.0,Sampdoria,6.0,3.0,0,0,20.0,-11.0,-3,0,2021-2022
1283,Salernitana,2021-11-30,P,-2.0,Juventus,-13.0,-7.0,0,-1,-46.0,4.0,0,0,2021-2022
1284,Sassuolo,2021-12-01,N,0.0,Napoli,0.0,3.0,0,0,0.0,-9.0,2,0,2021-2022
1285,Genoa,2021-12-01,P,-3.0,Milan,-7.0,-2.0,0,0,-16.0,-1.0,1,0,2021-2022
1286,Bologna,2021-12-01,V,1.0,Roma,-7.0,-2.0,0,0,-16.0,-9.0,-1,0,2021-2022
1287,Inter,2021-12-01,V,2.0,Spezia,23.0,6.0,1,1,26.0,5.0,-1,0,2021-2022
1288,Lazio,2021-12-02,N,0.0,Udinese,0.0,0.0,0,0,24.0,-1.0,-2,-1,2021-2022
1289,Torino,2021-12-02,N,0.0,Empoli,-7.0,-2.0,0,0,-18.0,-9.0,-2,1,2021-2022
1290,Roma,2021-12-04,P,-3.0,Inter,-1.0,-3.0,0,0,-32.0,5.0,2,0,2021-2022
1291,Napoli,2021-12-04,P,-1.0,Atalanta,-6.0,-3.0,0,0,10.0,-2.0,-1,0,2021-2022
1292,Milan,2021-12-04,V,2.0,Salernitana,15.0,5.0,0,0,40.0,0.0,-1,0,2021-2022
1293,Bologna,2021-12-05,P,-1.0,Fiorentina,3.0,1.0,-1,-1,-26.0,-4.0,0,0,2021-2022
1294,Juventus,2021-12-05,V,2.0,Genoa,27.0,12.0,0,0,40.0,7.0,2,0,2021-2022
1295,Sampdoria,2021-12-05,P,-2.0,Lazio,12.0,0.0,0,0,-4.0,6.0,1,-1,2021-2022
1296,Spezia,2021-12-05,N,0.0,Sassuolo,-11.0,-1.0,0,0,-30.0,5.0,1,0,2021-2022
1297,Venezia,2021-12-05,P,-1.0,Hellas Verona,-6.0,0.0,-1,-1,-12.0,-3.0,0,1,2021-2022
1298,Cagliari,2021-12-06,N,0.0,Torino,8.0,-1.0,0,0,4.0,-16.0,-2,0,2021-2022
1299,Empoli,2021-12-06,V,2.0,Udinese,3.0,0.0,0,0,14.0,-5.0,1,0,2021-2022
1300,Genoa,2021-12-10,P,-2.0,Sampdoria,-2.0,-3.0,0,0,8.0,-3.0,0,0,2021-2022
1301,Venezia,2021-12-11,N,0.0,Juventus,-7.0,-2.0,0,0,-20.0,7.0,2,0,2021-2022
1302,Fiorentina,2021-12-11,V,4.0,Salernitana,6.0,3.0,0,0,40.0,-2.0,0,0,2021-2022
1303,Udinese,2021-12-11,N,0.0,Milan,-1.0,5.0,0,0,-32.0,10.0,0,1,2021-2022
1304,Torino,2021-12-12,V,1.0,Bologna,9.0,3.0,-1,-1,-2.0,-1.0,-2,0,2021-2022
1305,Inter,2021-12-12,V,4.0,Cagliari,18.0,12.0,0,1,50.0,-6.0,-1,0,2021-2022
1306,Sassuolo,2021-12-12,V,1.0,Lazio,11.0,4.0,0,0,18.0,-3.0,-1,1,2021-2022
1307,Hellas Verona,2021-12-12,P,-1.0,Atalanta,5.0,-3.0,0,0,6.0,3.0,1,0,2021-2022
1308,Napoli,2021-12-12,P,-1.0,Empoli,18.0,1.0,0,0,20.0,-6.0,-1,0,2021-2022
1309,Roma,2021-12-13,V,2.0,Spezia,4.0,3.0,0,0,4.0,5.0,3,1,2021-2022
1310,Salernitana,2021-12-17,P,-5.0,Inter,-13.0,-6.0,0,0,-30.0,-1.0,-1,0,2021-2022
1311,Lazio,2021-12-17,V,2.0,Genoa,7.0,3.0,0,0,10.0,-2.0,-3,0,2021-2022
1312,Bologna,2021-12-18,P,-2.0,Juventus,0.0,-4.0,0,0,14.0,-10.0,0,0,2021-2022
1313,Atalanta,2021-12-18,P,-3.0,Roma,9.0,1.0,0,0,42.0,-7.0,-2,0,2021-2022
1314,Cagliari,2021-12-18,P,-4.0,Udinese,-5.0,-3.0,0,0,10.0,-3.0,2,1,2021-2022
1315,Sampdoria,2021-12-19,N,0.0,Venezia,6.0,6.0,0,0,0.0,-10.0,1,0,2021-2022
1316,Spezia,2021-12-19,N,0.0,Empoli,-13.0,-5.0,0,0,-32.0,12.0,1,0,2021-2022
1317,Milan,2021-12-19,P,-1.0,Napoli,1.0,0.0,0,0,-4.0,-5.0,-2,0,2021-2022
1318,Torino,2021-12-19,V,1.0,Hellas Verona,0.0,-1.0,0,0,32.0,9.0,-1,-1,2021-2022
1319,Fiorentina,2021-12-19,N,0.0,Sassuolo,15.0,4.0,0,0,14.0,-11.0,-2,1,2021-2022
1320,Genoa,2021-12-21,N,0.0,Atalanta,-16.0,-3.0,0,0,-34.0,0.0,1,0,2021-2022
1321,Juventus,2021-12-21,V,2.0,Cagliari,9.0,3.0,0,0,26.0,0.0,-3,0,2021-2022
1322,Napoli,2021-12-22,P,-1.0,Spezia,19.0,6.0,0,0,30.0,2.0,-1,0,2021-2022
1323,Venezia,2021-12-22,P,-2.0,Lazio,3.0,-2.0,0,0,-6.0,1.0,0,1,2021-2022
1324,Roma,2021-12-22,N,0.0,Sampdoria,6.0,2.0,0,0,8.0,-4.0,-3,0,2021-2022
1325,Empoli,2021-12-22,P,-2.0,Milan,-3.0,-4.0,1,1,12.0,2.0,-1,0,2021-2022
1326,Hellas Verona,2021-12-22,N,0.0,Fiorentina,-4.0,1.0,0,0,-20.0,11.0,1,0,2021-2022
1327,Sassuolo,2021-12-22,P,-3.0,Bologna,4.0,0.0,0,0,18.0,1.0,-2,0,2021-2022
1328,Inter,2021-12-22,V,1.0,Torino,3.0,0.0,0,0,8.0,-7.0,1,0,2021-2022
1329,Sassuolo,2022-01-06,N,0.0,Genoa,24.0,6.0,0,0,48.0,-4.0,3,0,2021-2022
1330,Spezia,2022-01-06,P,-1.0,Hellas Verona,-13.0,-2.0,0,0,-20.0,2.0,1,1,2021-2022
1331,Lazio,2022-01-06,N,0.0,Empoli,12.0,5.0,-1,0,24.0,2.0,0,0,2021-2022
1332,Sampdoria,2022-01-06,P,-1.0,Cagliari,-11.0,-5.0,0,0,-2.0,-3.0,-2,1,2021-2022
1333,Milan,2022-01-06,V,2.0,Roma,6.0,-2.0,1,2,10.0,-14.0,-5,-2,2021-2022
1334,Juventus,2022-01-06,N,0.0,Napoli,6.0,1.0,0,0,-12.0,-4.0,1,0,2021-2022
1335,Empoli,2022-01-09,P,-4.0,Sassuolo,-9.0,-8.0,-1,-1,-10.0,-4.0,-1,1,2021-2022
1336,Genoa,2022-01-09,P,-1.0,Spezia,-2.0,-7.0,0,0,8.0,0.0,0,0,2021-2022
1337,Hellas Verona,2022-01-09,P,-1.0,Salernitana,16.0,3.0,-1,-1,40.0,1.0,-2,1,2021-2022
1338,Inter,2022-01-09,V,1.0,Lazio,12.0,3.0,0,0,20.0,-6.0,-3,0,2021-2022
1339,Napoli,2022-01-09,V,1.0,Sampdoria,11.0,4.0,0,0,38.0,1.0,-2,0,2021-2022
1340,Udinese,2022-01-09,P,-4.0,Atalanta,-13.0,-3.0,0,0,-20.0,-2.0,0,0,2021-2022
1341,Roma,2022-01-09,P,-1.0,Juventus,5.0,1.0,0,1,6.0,1.0,-1,-1,2021-2022
1342,Venezia,2022-01-09,P,-3.0,Milan,-7.0,-3.0,-1,-1,-24.0,-4.0,-2,1,2021-2022
1343,Torino,2022-01-10,V,4.0,Fiorentina,-2.0,2.0,0,0,-10.0,7.0,0,0,2021-2022
1344,Cagliari,2022-01-11,V,1.0,Bologna,3.0,1.0,0,0,6.0,-5.0,1,0,2021-2022
1345,Salernitana,2022-01-15,P,-3.0,Lazio,-8.0,-7.0,0,0,-46.0,-4.0,-1,0,2021-2022
1346,Sampdoria,2022-01-15,P,-1.0,Torino,-9.0,-9.0,0,0,-26.0,-1.0,-2,0,2021-2022
1347,Juventus,2022-01-15,V,2.0,Udinese,-2.0,1.0,0,0,32.0,4.0,-1,0,2021-2022
1348,Venezia,2022-01-16,N,0.0,Empoli,-4.0,-3.0,0,0,0.0,-3.0,-2,0,2021-2022
1349,Atalanta,2022-01-16,N,0.0,Inter,1.0,3.0,0,0,-26.0,3.0,0,0,2021-2022
1350,Roma,2022-01-16,V,1.0,Cagliari,6.0,4.0,1,1,12.0,-5.0,-1,0,2021-2022
1351,Sassuolo,2022-01-16,P,-2.0,Hellas Verona,-6.0,0.0,-1,-1,10.0,-12.0,-2,0,2021-2022
1352,Milan,2022-01-17,P,-1.0,Spezia,14.0,2.0,0,1,20.0,-5.0,-3,0,2021-2022
1353,Bologna,2022-01-17,P,-2.0,Napoli,-2.0,0.0,0,0,-22.0,-1.0,2,0,2021-2022
1354,Fiorentina,2022-01-17,V,6.0,Genoa,18.0,11.0,0,1,46.0,-7.0,-2,0,2021-2022
1355,Hellas Verona,2022-01-21,V,1.0,Bologna,6.0,4.0,0,0,14.0,12.0,-2,0,2021-2022
1356,Inter,2022-01-22,V,1.0,Venezia,21.0,9.0,0,0,42.0,4.0,-1,0,2021-2022
1357,Genoa,2022-01-22,N,0.0,Udinese,8.0,2.0,0,0,4.0,8.0,0,1,2021-2022
1358,Lazio,2022-01-22,N,0.0,Atalanta,3.0,-1.0,0,0,22.0,-7.0,-3,0,2021-2022
1359,Spezia,2022-01-23,V,1.0,Sampdoria,-1.0,2.0,0,0,-20.0,14.0,-2,-1,2021-2022
1360,Torino,2022-01-23,N,0.0,Sassuolo,15.0,5.0,0,0,0.0,7.0,0,0,2021-2022
1361,Cagliari,2022-01-23,N,0.0,Fiorentina,-3.0,-4.0,0,0,-18.0,9.0,0,-1,2021-2022
1362,Milan,2022-01-23,N,0.0,Juventus,6.0,4.0,0,0,-6.0,-4.0,0,0,2021-2022
1363,Napoli,2022-01-23,V,3.0,Salernitana,23.0,11.0,2,2,62.0,-5.0,-4,-1,2021-2022
1364,Empoli,2022-01-23,P,-2.0,Roma,0.0,0.0,0,0,16.0,-3.0,0,0,2021-2022
1365,Roma,2022-02-05,N,0.0,Genoa,13.0,0.0,0,0,24.0,-13.0,1,0,2021-2022
1366,Fiorentina,2022-02-05,P,-3.0,Lazio,-3.0,-4.0,0,0,0.0,-1.0,-2,1,2021-2022
1367,Inter,2022-02-05,P,-1.0,Milan,2.0,2.0,0,0,-8.0,8.0,-2,-1,2021-2022
1368,Venezia,2022-02-06,P,-2.0,Napoli,-9.0,-3.0,0,0,-32.0,1.0,0,1,2021-2022
1369,Atalanta,2022-02-06,P,-1.0,Cagliari,3.0,0.0,0,0,22.0,0.0,-4,1,2021-2022
1370,Juventus,2022-02-06,V,2.0,Hellas Verona,-2.0,7.0,0,0,-8.0,1.0,0,0,2021-2022
1371,Udinese,2022-02-06,V,2.0,Torino,5.0,1.0,1,1,-16.0,-11.0,-2,-1,2021-2022
1372,Bologna,2022-02-06,N,0.0,Empoli,-3.0,-2.0,0,0,18.0,-4.0,-2,0,2021-2022
1373,Sampdoria,2022-02-06,V,4.0,Sassuolo,-15.0,-3.0,1,1,-20.0,2.0,0,0,2021-2022
1374,Salernitana,2022-02-07,N,0.0,Spezia,-1.0,5.0,-2,-2,12.0,-9.0,0,0,2021-2022
1375,Napoli,2022-02-12,N,0.0,Inter,4.0,1.0,1,1,-2.0,-7.0,0,0,2021-2022
1376,Torino,2022-02-12,P,-1.0,Venezia,8.0,0.0,0,0,34.0,3.0,-1,-1,2021-2022
1377,Lazio,2022-02-12,V,3.0,Bologna,0.0,2.0,1,1,14.0,-3.0,0,0,2021-2022
1378,Hellas Verona,2022-02-13,V,4.0,Udinese,-15.0,-1.0,0,0,-12.0,9.0,2,0,2021-2022
1379,Sassuolo,2022-02-13,N,0.0,Roma,0.0,-4.0,-1,-1,-8.0,-4.0,2,1,2021-2022
1380,Empoli,2022-02-13,N,0.0,Cagliari,-2.0,2.0,0,0,-10.0,5.0,-1,0,2021-2022
1381,Genoa,2022-02-13,N,0.0,Salernitana,4.0,1.0,0,0,-2.0,11.0,1,0,2021-2022
1382,Milan,2022-02-13,V,1.0,Sampdoria,11.0,6.0,0,0,0.0,0.0,2,0,2021-2022
1383,Atalanta,2022-02-13,N,0.0,Juventus,6.0,-3.0,0,0,4.0,1.0,-1,0,2021-2022
1384,Spezia,2022-02-14,P,-1.0,Fiorentina,-11.0,-3.0,0,-1,-34.0,10.0,1,0,2021-2022
1385,Juventus,2022-02-18,N,0.0,Torino,2.0,0.0,0,0,-8.0,-3.0,-1,0,2021-2022
1386,Sampdoria,2022-02-19,V,2.0,Empoli,-2.0,1.0,0,0,-16.0,5.0,2,0,2021-2022
1387,Salernitana,2022-02-19,N,0.0,Milan,-4.0,-1.0,0,0,-20.0,6.0,-2,0,2021-2022
1388,Roma,2022-02-19,N,0.0,Hellas Verona,2.0,0.0,0,0,14.0,5.0,1,0,2021-2022
1389,Venezia,2022-02-20,N,0.0,Genoa,3.0,2.0,0,0,-6.0,-5.0,0,0,2021-2022
1390,Udinese,2022-02-20,N,0.0,Lazio,2.0,0.0,0,0,-18.0,15.0,1,0,2021-2022
1391,Fiorentina,2022-02-20,V,1.0,Atalanta,-1.0,2.0,0,0,-2.0,-4.0,-3,0,2021-2022
1392,Inter,2022-02-20,P,-2.0,Sassuolo,16.0,2.0,0,0,16.0,-2.0,-1,0,2021-2022
1393,Cagliari,2022-02-21,N,0.0,Napoli,6.0,2.0,0,0,-8.0,-4.0,-1,0,2021-2022
1394,Bologna,2022-02-21,V,1.0,Spezia,13.0,5.0,0,0,22.0,-9.0,0,0,2021-2022
1395,Genoa,2022-02-25,N,0.0,Inter,-14.0,-3.0,0,0,-42.0,2.0,0,0,2021-2022
1396,Milan,2022-02-25,N,0.0,Udinese,-2.0,-3.0,0,0,24.0,-5.0,-2,0,2021-2022
1397,Sassuolo,2022-02-26,V,1.0,Fiorentina,1.0,0.0,0,0,-2.0,1.0,-1,-1,2021-2022
1398,Empoli,2022-02-26,P,-1.0,Juventus,-1.0,-3.0,0,0,6.0,10.0,2,0,2021-2022
1399,Salernitana,2022-02-26,N,0.0,Bologna,8.0,1.0,0,0,12.0,-8.0,-1,0,2021-2022
1400,Lazio,2022-02-27,P,-1.0,Napoli,-1.0,1.0,0,0,-10.0,-3.0,1,0,2021-2022
1401,Hellas Verona,2022-02-27,V,2.0,Venezia,10.0,8.0,0,0,14.0,-1.0,-1,0,2021-2022
1402,Spezia,2022-02-27,P,-1.0,Roma,-21.0,-4.0,-1,-1,-28.0,2.0,2,1,2021-2022
1403,Torino,2022-02-27,P,-1.0,Cagliari,4.0,1.0,0,0,14.0,-4.0,-2,0,2021-2022
1404,Atalanta,2022-02-28,V,4.0,Sampdoria,13.0,8.0,0,0,12.0,7.0,-1,0,2021-2022
1405,Inter,2022-03-04,V,5.0,Salernitana,12.0,9.0,0,0,20.0,4.0,1,0,2021-2022
1406,Cagliari,2022-03-05,P,-3.0,Lazio,2.0,-1.0,-1,-1,-10.0,-2.0,1,-1,2021-2022
1407,Udinese,2022-03-05,V,1.0,Sampdoria,12.0,2.0,0,0,-14.0,5.0,3,0,2021-2022
1408,Roma,2022-03-05,V,1.0,Atalanta,6.0,0.0,0,0,-28.0,1.0,2,0,2021-2022
1409,Bologna,2022-03-06,N,0.0,Torino,-7.0,-1.0,0,0,4.0,7.0,0,0,2021-2022
1410,Juventus,2022-03-06,V,1.0,Spezia,1.0,-1.0,0,0,12.0,2.0,2,0,2021-2022
1411,Venezia,2022-03-06,P,-3.0,Sassuolo,2.0,-3.0,-3,-2,-10.0,3.0,3,0,2021-2022
1412,Fiorentina,2022-03-06,N,0.0,Hellas Verona,5.0,1.0,-1,-1,0.0,0.0,-4,0,2021-2022
1413,Napoli,2022-03-06,P,-1.0,Milan,-2.0,-4.0,0,0,20.0,-10.0,0,0,2021-2022
1414,Genoa,2022-03-06,N,0.0,Empoli,11.0,4.0,0,0,4.0,-7.0,1,0,2021-2022
1415,Milan,2022-03-12,V,1.0,Empoli,10.0,2.0,0,0,4.0,-5.0,1,0,2021-2022
1416,Spezia,2022-03-12,V,2.0,Cagliari,3.0,7.0,0,1,-14.0,-7.0,-3,0,2021-2022
1417,Sampdoria,2022-03-12,P,-2.0,Juventus,11.0,2.0,-1,0,-2.0,-10.0,-2,0,2021-2022
