,home,date,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,completed_passings,total_passings,corners,percentage_possession,fouls,yellow_cards,red_cards,season,rank_h,rank_a
721,Spezia,2021-05-08,P,-1.0000000000000002,Napoli,-9.2,-3.1999999999999997,-0.2,-0.2,-36.799999999999955,-15.799999999999955,-1.4000000000000004,1.0,1.5999999999999996,-1.1999999999999997,0.0,20_21,3.0,8.0
722,Fiorentina,2021-05-08,V,-1.2,Lazio,-6.200000000000001,-1.3999999999999995,0.19999999999999996,0.0,-190.2,-190.60000000000002,-0.20000000000000018,-16.0,0.5999999999999996,0.6000000000000001,0.0,20_21,1.0,8.0
723,Benevento,2021-05-09,P,-0.40000000000000013,Cagliari,-0.3999999999999986,-0.3999999999999999,0.39999999999999997,0.39999999999999997,-57.80000000000001,-48.0,3.0,-3.799999999999997,1.0,-1.0,0.0,20_21,2.0,9.0
724,Hellas Verona,2021-05-09,N,-0.6,Torino,-5.4,-1.4000000000000004,-0.2,-0.2,66.79999999999995,79.20000000000005,-1.0,5.0,1.5999999999999979,0.7999999999999998,-0.2,20_21,1.0,4.0
725,Juventus,2021-05-09,P,0.19999999999999996,Milan,-1.1999999999999993,-1.6000000000000005,0.2,0.2,109.39999999999998,116.0,0.7999999999999998,8.399999999999999,2.599999999999998,0.40000000000000013,-0.2,20_21,7.0,2.0
726,Genoa,2021-05-09,P,0.19999999999999996,Sassuolo,-2.5999999999999996,-1.0,-0.39999999999999997,-0.39999999999999997,-183.20000000000005,-173.0,-2.6,-17.200000000000003,0.40000000000000036,0.0,-0.2,20_21,3.0,4.0
727,Parma,2021-05-09,P,-0.6000000000000001,Atalanta,-4.400000000000002,-3.4000000000000004,-0.4,-0.6,-17.400000000000034,-10.800000000000011,-0.5999999999999996,0.0,2.5999999999999996,1.4,-0.4,20_21,0.0,11.0
728,Roma,2021-05-09,V,-0.3999999999999999,Crotone,4.6,1.4000000000000004,-0.4,-0.2,67.39999999999998,75.39999999999998,1.7999999999999998,10.799999999999997,1.6000000000000014,1.6,0.4,20_21,11.0,0.0
729,Napoli,2021-05-11,V,1.0,Udinese,5.6,1.8000000000000003,0.2,0.2,94.19999999999999,84.19999999999993,0.6000000000000001,6.200000000000003,-2.3999999999999986,1.0,-0.2,20_21,9.0,0.0
730,Atalanta,2021-05-12,V,1.0,Benevento,4.999999999999998,3.2,-0.39999999999999997,-0.19999999999999996,63.19999999999999,49.19999999999999,0.0,-1.3999999999999986,-0.40000000000000036,0.0,0.4,20_21,11.0,0.0
731,Cagliari,2021-05-12,N,0.5999999999999999,Fiorentina,5.4,0.40000000000000036,-0.39999999999999997,-0.39999999999999997,105.0,104.40000000000003,-1.7999999999999998,11.799999999999997,-0.5999999999999979,-0.6000000000000001,0.0,20_21,4.0,3.0
732,Sassuolo,2021-05-12,P,0.6000000000000001,Juventus,0.0,2.8000000000000003,0.39999999999999997,0.39999999999999997,19.0,8.600000000000023,-1.2000000000000002,2.8000000000000043,-2.3999999999999986,0.6000000000000001,0.2,20_21,1.0,7.0
733,Lazio,2021-05-12,V,0.9999999999999998,Parma,3.799999999999999,2.6,0.4,0.6,97.0,86.80000000000001,0.5999999999999996,9.399999999999999,-1.8000000000000007,1.5999999999999996,0.2,20_21,11.0,0.0
734,Torino,2021-05-12,P,-0.40000000000000013,Milan,-0.5999999999999996,-1.2000000000000002,0.0,-0.2,-152.8,-128.39999999999998,1.7999999999999998,-4.0,2.4000000000000004,1.2,0.2,20_21,3.0,4.0
735,Bologna,2021-05-12,P,0.0,Genoa,-1.0,-0.8000000000000003,0.2,0.2,-23.400000000000034,-26.400000000000034,0.7999999999999998,3.6000000000000014,1.8000000000000007,-0.40000000000000013,0.2,20_21,3.0,4.0
736,Inter,2021-05-12,V,0.19999999999999996,Roma,1.6000000000000014,-1.0,0.2,0.0,72.40000000000003,54.19999999999993,-1.1999999999999993,-3.0,-5.199999999999999,-1.5999999999999999,-0.4,20_21,4.0,0.0
737,Sampdoria,2021-05-12,N,0.5999999999999999,Spezia,4.6,2.2,0.2,0.2,-9.200000000000045,1.2000000000000455,2.6,-4.0,-1.200000000000001,-0.8,0.0,20_21,7.0,3.0
738,Crotone,2021-05-13,V,0.19999999999999996,Hellas Verona,-6.4,-1.8000000000000003,0.4,0.4,-36.599999999999966,-58.80000000000001,-2.8,-11.400000000000006,-4.600000000000001,-2.5999999999999996,0.0,20_21,2.0,6.0
739,Spezia,2021-05-15,V,0.4,Torino,-4.0,-0.3999999999999999,0.0,0.0,61.400000000000034,51.599999999999966,-2.2,1.4000000000000057,-0.5999999999999979,0.20000000000000018,-0.2,20_21,2.0,7.0
740,Roma,2021-05-15,V,-0.19999999999999996,Lazio,1.1999999999999993,0.40000000000000036,-0.2,0.0,30.19999999999999,38.39999999999998,2.5999999999999996,4.400000000000006,-0.3999999999999986,-0.8000000000000003,0.0,20_21,4.0,3.0
741,Genoa,2021-05-15,P,-0.7999999999999998,Atalanta,-6.800000000000001,-2.8,0.2,0.0,-109.59999999999997,-95.39999999999998,-2.2,-7.799999999999997,1.0,1.2,-0.4,20_21,1.0,6.0
742,Juventus,2021-05-15,V,-0.5999999999999999,Inter,-2.3999999999999986,-1.1999999999999997,0.0,0.0,-33.80000000000001,-22.399999999999977,-0.39999999999999947,-0.3999999999999986,8.4,0.9999999999999999,0.0,20_21,6.0,2.0
743,Milan,2021-05-16,N,1.0,Cagliari,3.6000000000000014,3.3999999999999995,0.0,0.2,163.2,153.00000000000006,0.9999999999999996,9.200000000000003,-0.1999999999999993,-1.2000000000000002,0.0,20_21,9.0,0.0
744,Benevento,2021-05-16,N,-0.19999999999999996,Crotone,2.0,0.20000000000000018,0.2,0.2,-9.400000000000034,5.0,2.4000000000000004,5.799999999999997,1.6000000000000014,0.40000000000000013,0.2,20_21,1.0,3.0
745,Udinese,2021-05-16,P,0.19999999999999996,Sampdoria,-5.199999999999999,-1.8000000000000003,0.0,0.0,-52.200000000000045,-71.00000000000006,-3.2,-3.6000000000000014,2.5999999999999996,0.3999999999999999,0.0,20_21,3.0,7.0
746,Parma,2021-05-16,P,-0.19999999999999996,Sassuolo,-4.4,-2.8,-0.2,-0.4,-183.60000000000002,-168.59999999999997,-1.1999999999999997,-14.199999999999996,2.0000000000000018,0.7999999999999998,-0.2,20_21,4.0,5.0
747,Fiorentina,2021-05-16,P,-1.7999999999999998,Napoli,-10.0,-4.0,0.39999999999999997,0.39999999999999997,-218.2,-208.59999999999997,-1.0,-15.799999999999997,1.8000000000000007,1.1999999999999997,0.0,20_21,3.0,6.0
748,Hellas Verona,2021-05-17,N,-0.19999999999999996,Bologna,-0.5999999999999996,-0.20000000000000018,-0.2,-0.2,29.0,38.200000000000045,1.0,1.3999999999999986,0.8000000000000007,1.2,-0.2,20_21,1.0,6.0
749,Lazio,2021-05-18,N,1.0,Torino,3.0,2.8000000000000003,0.0,0.0,108.19999999999999,92.59999999999997,0.40000000000000036,4.399999999999999,-4.999999999999998,0.6000000000000001,0.2,20_21,5.0,2.0
750,Crotone,2021-05-22,N,0.19999999999999996,Fiorentina,0.20000000000000018,-0.3999999999999999,-0.2,-0.2,70.60000000000002,69.80000000000001,-0.8000000000000003,3.3999999999999986,1.4000000000000004,-1.6,0.0,20_21,1.0,9.0
751,Cagliari,2021-05-22,P,-0.8000000000000003,Genoa,-0.3999999999999986,-2.0,-0.6,-0.6,-9.0,-12.399999999999977,0.3999999999999999,3.1999999999999957,0.8000000000000007,0.0,0.0,20_21,3.0,7.0
752,Sampdoria,2021-05-22,V,0.0,Parma,1.8000000000000007,1.1999999999999997,0.2,0.2,42.60000000000002,45.60000000000002,2.6000000000000005,2.0,-1.4000000000000004,-1.2000000000000002,0.0,20_21,8.0,2.0
753,Torino,2021-05-23,N,-0.20000000000000007,Benevento,-4.0,-2.4000000000000004,0.0,0.0,-51.80000000000001,-37.0,-3.8,-4.200000000000003,0.5999999999999996,-0.20000000000000018,-0.2,20_21,8.0,0.0
754,Bologna,2021-05-23,P,-0.6000000000000001,Juventus,1.0,1.5999999999999996,-0.2,-0.39999999999999997,-51.19999999999999,-34.400000000000034,1.4000000000000004,4.0,-1.4000000000000004,-0.3999999999999999,0.0,20_21,0.0,10.0
755,Inter,2021-05-23,V,1.2000000000000002,Udinese,5.8,1.6,0.4,0.4,138.2,124.19999999999999,1.1999999999999997,8.399999999999999,-4.6,-0.6000000000000001,0.2,20_21,8.0,1.0
756,Atalanta,2021-05-23,P,1.0,Milan,0.40000000000000036,1.4000000000000004,0.0,0.0,6.7999999999999545,11.0,-0.5999999999999996,0.20000000000000284,0.0,-0.19999999999999996,0.2,20_21,4.0,4.0
757,Sassuolo,2021-05-23,V,0.6000000000000001,Lazio,-1.200000000000001,-0.1999999999999993,0.2,0.19999999999999996,127.19999999999999,116.0,0.0,5.0,3.200000000000001,-2.2,-0.2,20_21,3.0,6.0
758,Spezia,2021-05-23,N,-0.3999999999999999,Roma,-4.799999999999999,-1.6,0.2,0.0,-94.59999999999997,-87.99999999999994,-4.199999999999999,-6.200000000000003,6.800000000000001,0.0,0.0,20_21,0.0,10.0
759,Napoli,2021-05-23,N,1.7999999999999998,Hellas Verona,6.399999999999999,3.0000000000000004,0.0,0.2,66.80000000000001,37.0,-1.0,0.19999999999999574,-5.200000000000001,-2.0,0.0,20_21,8.0,1.0
760,Inter,2021-08-21,V,1.4,Genoa,3.0,0.0,0.0,0.0,161.20000000000005,135.8,0.39999999999999947,12.600000000000001,-2.799999999999999,-1.0,0.0,21_22,9.0,1.0
761,Torino,2021-08-21,P,-1.7999999999999998,Atalanta,-4.800000000000001,-3.4,0.2,0.0,-226.60000000000002,-210.40000000000003,-0.6000000000000001,-13.399999999999999,2.8000000000000007,0.19999999999999996,-0.4,21_22,3.0,4.0
762,Empoli,2021-08-21,P,-2.0,Lazio,10.0,1.0,-1.0,-1.0,-107.0,-93.0,2.0,-8.0,5.0,1.0,0.0,21_22,0.0,9.0
763,Hellas Verona,2021-08-21,P,-0.6000000000000001,Sassuolo,-0.40000000000000036,-0.7999999999999998,-0.6,-0.8,-222.40000000000003,-200.60000000000002,1.2000000000000002,-9.399999999999999,6.799999999999999,1.5999999999999999,-0.4,21_22,2.0,8.0
764,Roma,2021-08-22,V,1.0,Fiorentina,8.600000000000001,3.5999999999999996,-0.2,0.0,165.0,171.79999999999995,2.2,12.800000000000004,-0.5999999999999996,-0.6000000000000001,-0.2,21_22,7.0,2.0
765,Napoli,2021-08-22,V,2.0,Venezia,3.0,-1.0,1.0,2.0,125.0,132.0,0.0,12.0,-19.0,-6.0,1.0,21_22,10.0,0.0
766,Bologna,2021-08-22,V,1.0,Salernitana,9.0,4.0,-1.0,-1.0,355.0,355.0,5.0,44.0,-3.0,3.0,1.0,21_22,9.0,0.0
767,Udinese,2021-08-22,N,-1.5999999999999999,Juventus,-8.0,-3.0,-0.2,-0.39999999999999997,-33.19999999999999,-25.599999999999966,-0.9999999999999996,0.7999999999999972,-0.5999999999999996,-0.6000000000000001,-0.2,21_22,1.0,9.0
768,Sampdoria,2021-08-23,P,-0.9999999999999998,Milan,1.0,0.0,-0.39999999999999997,-0.6000000000000001,5.2000000000000455,19.199999999999932,1.2000000000000002,1.3999999999999986,0.5999999999999996,-0.8,0.0,21_22,2.0,6.0
769,Cagliari,2021-08-23,N,-1.2,Spezia,-2.0,-2.4,-0.2,-0.2,24.19999999999999,24.80000000000001,1.0,2.3999999999999986,-4.599999999999998,-0.19999999999999996,0.0,21_22,6.0,2.0
770,Udinese,2021-08-27,V,1.0,Venezia,0.0,-1.6,0.4,0.4,18.80000000000001,35.80000000000001,1.7999999999999998,5.0,-7.6,-5.8,0.0,21_22,10.0,0.0
771,Hellas Verona,2021-08-27,P,-2.4,Inter,1.1999999999999993,-2.0000000000000004,-0.39999999999999997,-0.39999999999999997,-143.0,-108.40000000000003,2.2,-3.0,3.9999999999999982,1.4,0.0,21_22,0.0,10.0
772,Lazio,2021-08-28,V,-1.4000000000000001,Spezia,0.0,-1.2000000000000002,0.0,0.2,158.0,156.59999999999997,0.6000000000000001,12.600000000000001,-9.000000000000002,-0.40000000000000013,0.2,21_22,11.0,0.0
773,Atalanta,2021-08-28,N,1.2000000000000002,Bologna,-4.399999999999999,-0.40000000000000036,-0.2,-0.2,113.39999999999998,112.80000000000007,-3.9999999999999996,4.0,2.4000000000000004,-0.3999999999999999,-0.2,21_22,7.0,2.0
774,Juventus,2021-08-28,P,1.4,Empoli,-2.1999999999999993,0.7999999999999998,0.2,0.4,27.600000000000023,10.600000000000023,-1.0,1.7999999999999972,-0.1999999999999993,0.7999999999999998,0.2,21_22,9.0,1.0
775,Fiorentina,2021-08-28,V,0.0,Torino,-3.6000000000000005,0.0,-0.2,-0.2,13.800000000000011,-10.199999999999989,-0.3999999999999999,-2.200000000000003,-3.6000000000000014,1.2,0.4,21_22,5.0,3.0
776,Genoa,2021-08-29,P,-1.4,Napoli,-5.0,-0.20000000000000018,0.2,-0.19999999999999996,-119.0,-108.79999999999995,-0.5999999999999996,-13.799999999999997,1.1999999999999993,0.6000000000000001,0.0,21_22,1.0,7.0
777,Sassuolo,2021-08-29,N,0.8000000000000003,Sampdoria,-0.40000000000000036,1.0,0.2,0.39999999999999997,141.40000000000003,128.0,-0.40000000000000036,11.399999999999999,-1.1999999999999993,-0.8,0.2,21_22,6.0,2.0
778,Salernitana,2021-08-29,P,-0.6000000000000001,Roma,-7.199999999999999,-3.5999999999999996,1.0,1.0,-320.6,-296.4,-1.2000000000000002,-23.799999999999997,1.8000000000000007,0.6000000000000001,0.8,21_22,0.0,10.0
779,Milan,2021-08-29,V,1.6,Cagliari,-0.6000000000000014,0.6000000000000001,0.39999999999999997,0.6000000000000001,39.39999999999998,31.600000000000023,-3.4,-0.7999999999999972,-3.1999999999999993,0.19999999999999996,0.0,21_22,9.0,0.0
780,Empoli,2021-09-11,P,1.0,Venezia,5.0,0.0,0.0,0.0,-83.0,-58.5,5.0,-3.5,-4.5,-2.5,0.0,21_22,2.0,1.0
781,Napoli,2021-09-11,V,0.0,Juventus,0.7999999999999989,-0.1999999999999993,0.0,0.19999999999999996,74.80000000000001,82.0,1.2000000000000002,8.800000000000004,-3.0,-0.9999999999999998,0.0,21_22,4.0,6.0
782,Atalanta,2021-09-11,P,1.0,Fiorentina,6.200000000000001,-0.3999999999999999,0.0,0.0,161.39999999999998,186.19999999999993,0.7999999999999998,12.799999999999997,2.1999999999999993,-0.7999999999999998,-0.2,21_22,4.0,3.0
783,Roma,2021-09-12,V,0.5999999999999999,Sassuolo,2.1999999999999993,1.4000000000000004,-0.4,-0.6,-97.19999999999999,-97.0,-0.40000000000000036,-7.200000000000003,-0.1999999999999993,1.0,0.0,21_22,5.0,1.0
784,Spezia,2021-09-12,P,0.8000000000000003,Udinese,1.5999999999999996,1.6000000000000005,-0.2,-0.2,-102.79999999999995,-92.60000000000002,-0.40000000000000036,-8.399999999999999,3.8000000000000007,0.6000000000000001,0.2,21_22,3.0,8.0
785,Milan,2021-09-12,V,0.9999999999999998,Lazio,0.0,-1.4,0.6000000000000001,0.20000000000000007,-101.0,-99.99999999999994,0.9999999999999996,-5.399999999999999,1.4000000000000004,0.0,-0.2,21_22,6.0,4.0
786,Sampdoria,2021-09-12,N,-2.2,Inter,1.0,-1.7999999999999998,-0.2,-0.2,-76.40000000000003,-51.599999999999966,0.20000000000000018,-6.200000000000003,2.0,0.0,-0.2,21_22,1.0,9.0
787,Cagliari,2021-09-12,P,-0.7999999999999999,Genoa,2.0,-1.7999999999999998,-0.2,-0.2,53.0,62.19999999999999,3.2,9.399999999999999,1.5999999999999996,0.0,-0.2,21_22,3.0,7.0
788,Torino,2021-09-12,V,-0.19999999999999996,Salernitana,2.5999999999999996,1.9,-0.3,-0.3,181.39999999999998,179.2,1.7000000000000002,20.1,5.600000000000001,-0.10000000000000009,-0.5,21_22,10.0,0.0
789,Bologna,2021-09-13,V,-0.19999999999999996,Hellas Verona,4.6,2.8,-0.2,-0.2,59.400000000000034,70.0,0.7999999999999998,7.0,-4.200000000000001,0.6000000000000001,0.2,21_22,6.0,1.0
790,Sassuolo,2021-09-17,P,0.40000000000000013,Torino,2.8000000000000007,1.7999999999999998,0.4,0.4,206.0,190.60000000000002,2.1999999999999993,13.600000000000001,-5.6,0.0,0.2,21_22,1.0,6.0
791,Salernitana,2021-09-18,P,-0.7333333333333333,Atalanta,-5.866666666666666,-1.5333333333333334,0.1333333333333333,0.1333333333333333,-329.6,-329.6,-1.5999999999999996,-29.066666666666666,0.0,-0.2666666666666666,0.1333333333333333,21_22,0.0,9.0
792,Inter,2021-09-18,V,1.8000000000000003,Bologna,-2.1999999999999993,1.0,0.4,0.4,75.0,52.400000000000034,-1.0,3.200000000000003,1.4000000000000004,-0.6000000000000001,-0.2,21_22,7.0,3.0
793,Genoa,2021-09-18,P,0.6000000000000001,Fiorentina,1.4000000000000004,0.3999999999999999,-0.2,-0.2,-0.6000000000000227,-1.400000000000034,0.0,-6.799999999999997,-1.0,-1.0,-0.2,21_22,2.0,3.0
794,Hellas Verona,2021-09-19,V,-1.4000000000000001,Roma,-7.6,-4.8,0.2,0.2,-134.59999999999997,-128.40000000000003,-0.39999999999999947,-7.399999999999999,8.399999999999999,1.0,0.0,21_22,2.0,8.0
795,Venezia,2021-09-19,P,-1.1333333333333333,Spezia,-3.333333333333334,-1.8666666666666667,-0.2,-0.2,17.666666666666686,1.7333333333332916,-1.6,-0.46666666666666146,2.0,3.2,-0.2,21_22,0.0,4.0
796,Empoli,2021-09-19,P,-0.19999999999999996,Sampdoria,3.066666666666668,0.6000000000000001,0.1333333333333333,0.1333333333333333,36.5333333333333,45.39999999999998,2.7333333333333334,7.266666666666666,-3.4000000000000004,0.1333333333333333,0.0,21_22,1.0,9.0
797,Lazio,2021-09-19,N,0.8,Cagliari,1.1999999999999993,2.0,-0.2,0.19999999999999996,132.0,123.60000000000002,-3.2,7.799999999999997,0.40000000000000036,-0.3999999999999999,0.0,21_22,9.0,0.0
798,Juventus,2021-09-19,N,0.19999999999999996,Milan,-0.7999999999999989,2.2,-0.39999999999999997,-0.4,-10.399999999999977,-30.399999999999977,-1.7999999999999998,-2.200000000000003,2.4000000000000004,1.0,0.2,21_22,7.0,2.0
799,Udinese,2021-09-20,P,-0.40000000000000013,Napoli,-5.6,-0.5999999999999996,0.2,-0.19999999999999996,-107.19999999999999,-107.20000000000005,-1.6000000000000005,-11.799999999999997,3.1999999999999993,-0.6000000000000001,-0.2,21_22,0.0,9.0
800,Atalanta,2021-09-21,V,-0.3999999999999999,Sassuolo,-1.1999999999999993,-2.1999999999999997,0.0,0.0,-6.399999999999977,15.399999999999977,-0.8000000000000007,2.5999999999999943,2.5999999999999996,1.6,0.0,21_22,9.0,1.0
801,Fiorentina,2021-09-21,P,-2.6,Inter,-4.4,-3.2,0.2,0.2,23.80000000000001,28.199999999999932,0.40000000000000036,2.8000000000000043,1.5999999999999996,1.6,0.2,21_22,0.0,5.0
802,Bologna,2021-09-21,N,0.0,Genoa,3.5999999999999996,0.3999999999999999,-0.2,-0.2,27.19999999999999,43.0,1.4,9.399999999999999,-1.799999999999999,0.20000000000000018,0.2,21_22,3.0,4.0
803,Cagliari,2021-09-22,P,0.6499999999999999,Empoli,-4.25,-0.6000000000000001,0.15000000000000002,0.15000000000000002,-11.100000000000023,-21.0,-2.5,-6.5,2.0500000000000007,0.3500000000000001,0.2,21_22,6.0,2.0
804,Milan,2021-09-22,V,1.25,Venezia,2.25,-0.4500000000000002,0.6,0.8,39.44999999999999,38.69999999999999,1.75,4.450000000000003,-4.199999999999999,-3.35,0.0,21_22,10.0,0.0
805,Salernitana,2021-09-22,N,-0.8999999999999999,Hellas Verona,-0.75,-1.1,0.04999999999999999,0.04999999999999999,-128.35000000000002,-109.39999999999998,-0.4500000000000002,-14.299999999999997,-3.5500000000000007,-0.4500000000000002,0.04999999999999999,21_22,1.0,6.0
806,Spezia,2021-09-22,P,-0.20000000000000018,Juventus,-0.40000000000000036,-0.5999999999999996,0.0,0.0,-12.199999999999989,10.200000000000045,1.7999999999999998,-0.8000000000000043,-1.799999999999999,-0.40000000000000013,0.2,21_22,0.0,11.0
807,Roma,2021-09-23,V,1.2000000000000002,Udinese,5.999999999999998,2.3999999999999995,-0.4,-0.4,81.79999999999995,97.20000000000005,1.7999999999999998,9.799999999999997,-2.8000000000000007,0.6000000000000001,0.2,21_22,8.0,2.0
808,Torino,2021-09-23,N,-0.6000000000000001,Lazio,0.1999999999999993,-1.5999999999999996,-0.2,-0.4,-183.20000000000005,-172.39999999999998,0.7999999999999998,-7.399999999999999,7.6,0.8000000000000003,0.0,21_22,2.0,5.0
809,Sampdoria,2021-09-23,P,-0.6000000000000001,Napoli,-3.200000000000001,-1.7999999999999998,-0.2,-0.4,-199.39999999999998,-180.39999999999998,-0.40000000000000036,-14.0,2.799999999999999,0.3999999999999999,-0.2,21_22,1.0,10.0
810,Spezia,2021-09-25,P,-0.6000000000000001,Milan,-3.1999999999999993,0.0,-0.2,-0.4,-105.39999999999998,-96.59999999999997,0.20000000000000018,-9.200000000000003,-1.1999999999999993,1.0,0.2,21_22,2.0,9.0
811,Inter,2021-09-25,N,2.4000000000000004,Atalanta,2.4000000000000004,3.6,-0.2,-0.2,-13.0,-38.00000000000006,0.7999999999999998,-2.8000000000000043,-0.8000000000000007,-0.7999999999999998,0.0,21_22,3.0,1.0
812,Genoa,2021-09-25,N,-0.20000000000000018,Hellas Verona,-0.1999999999999993,0.3999999999999999,0.2,0.2,2.8000000000000114,-6.600000000000023,-1.5999999999999996,-7.600000000000001,-1.6000000000000014,0.0,-0.2,21_22,5.0,3.0
813,Sassuolo,2021-09-26,V,0.19999999999999996,Salernitana,4.200000000000001,2.4000000000000004,-0.2,-0.2,229.60000000000002,207.59999999999997,2.0,19.0,-2.4000000000000004,-1.2000000000000002,-0.2,21_22,9.0,0.0
814,Empoli,2021-09-26,V,-0.3999999999999999,Bologna,4.200000000000001,0.6000000000000001,0.0,0.0,-10.399999999999977,-5.800000000000011,1.3999999999999995,-0.7999999999999972,-1.6000000000000014,-1.6,-0.4,21_22,2.0,7.0
815,Napoli,2021-09-26,V,1.4,Cagliari,5.0,4.2,-0.2,0.0,191.80000000000007,169.59999999999997,1.2000000000000002,13.399999999999999,-3.1999999999999993,-1.1999999999999997,0.0,21_22,7.0,2.0
816,Udinese,2021-09-26,P,-0.40000000000000013,Fiorentina,0.5999999999999996,-0.5999999999999996,-0.2,-0.2,-77.40000000000003,-81.80000000000001,-0.40000000000000036,-12.0,-2.8000000000000007,-1.6,-0.4,21_22,2.0,7.0
817,Lazio,2021-09-26,V,0.0,Roma,-3.8000000000000007,0.5999999999999996,0.4,0.6,104.60000000000002,106.0,-1.8000000000000007,5.600000000000001,-3.0,-0.8,-0.4,21_22,3.0,4.0
818,Juventus,2021-09-26,V,0.3999999999999999,Sampdoria,0.8000000000000007,1.0,0.0,0.0,51.799999999999955,27.200000000000045,0.0,2.6000000000000014,-1.0,-1.0,0.0,21_22,9.0,2.0
819,Venezia,2021-09-27,N,-1.0,Torino,-4.800000000000001,-1.2000000000000002,0.0,0.0,-4.599999999999966,-18.600000000000023,-2.1999999999999997,-6.600000000000001,-3.400000000000002,1.4000000000000004,0.0,21_22,1.0,8.0
820,Cagliari,2021-10-01,N,0.19999999999999996,Venezia,-0.6000000000000014,-0.6000000000000001,0.0,0.0,23.19999999999999,23.399999999999977,0.3999999999999999,-0.3999999999999986,-0.5999999999999996,-0.3999999999999999,0.2,21_22,8.0,0.0
821,Sassuolo,2021-10-02,P,-2.6,Inter,-1.8000000000000007,-2.3999999999999995,0.0,-0.2,68.39999999999998,75.40000000000003,0.7999999999999998,5.600000000000001,-1.0,-0.7999999999999998,0.0,21_22,4.0,5.0
822,Torino,2021-10-02,P,0.0,Juventus,-3.0,-2.0000000000000004,-0.2,-0.2,-9.800000000000011,4.199999999999989,-2.4000000000000004,2.0,5.199999999999999,1.4000000000000001,0.2,21_22,0.0,8.0
823,Salernitana,2021-10-02,V,-1.6,Genoa,1.1999999999999993,-1.0,-0.6,-0.6,-73.6,-59.60000000000002,1.3999999999999995,-2.8000000000000043,-1.200000000000001,-0.6000000000000001,0.0,21_22,1.0,8.0
824,Hellas Verona,2021-10-03,V,0.6000000000000001,Spezia,-2.4000000000000004,0.3999999999999999,0.2,0.2,-6.800000000000011,4.2000000000000455,-0.9999999999999996,5.399999999999999,5.4,1.0,-0.2,21_22,8.0,0.0
825,Atalanta,2021-10-03,P,-1.0000000000000002,Milan,-0.5999999999999979,0.20000000000000018,0.0,-0.2,-49.80000000000001,-38.799999999999955,2.0,-4.600000000000001,0.5999999999999996,2.4,0.0,21_22,4.0,4.0
826,Sampdoria,2021-10-03,N,0.5999999999999999,Udinese,-0.20000000000000107,-0.40000000000000036,0.0,0.0,-34.19999999999999,-13.400000000000034,0.20000000000000018,2.799999999999997,1.4000000000000004,0.8,0.0,21_22,7.0,3.0
827,Roma,2021-10-03,V,0.6000000000000001,Empoli,2.3999999999999986,0.40000000000000036,-0.2,-0.2,96.39999999999998,81.79999999999995,1.2000000000000002,3.799999999999997,2.0,0.7999999999999998,0.2,21_22,10.0,0.0
